Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Order Quantity,Sub Total,Discount%,Discount $,Order Total,Shipping Cost,Total
6221-1,16/3/6,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,Preston Senome,Not Specified,Artisan Hole Reinforcements,Office Supplies,Small Box,Express Air,2016-03-07,3.99,6.23,33,205.59,8,16.45,205.51,6.97,212.48
6231-1,16/3/18,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,Preston Senome,Low,Artisan File Folder Labels,Office Supplies,Small Box,Regular Air,2016-03-23,1.84,2.88,18,51.84,2,1.04,51.82,5.33,57.15
5663-1,14/10/21,Roger Demir,"2/86 Enmore Rd,Enmore",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,2014-10-22,4.48,8.14,46,374.44,0,0.00,374.44,3.12,377.56
6581-1,17/2/4,Roland Black,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,High,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2017-02-05,13.64,20.98,41,860.18,5,43.01,860.13,1.49,861.62
5451-1,14/3/31,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,DrawIt Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2014-03-31,4.37,9.11,1,9.11,10,0.91,9.01,2.25,11.26
6475-1,16/11/2,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Regular Air,2016-11-06,1.30,2.88,41,118.08,10,11.81,117.98,1.01,118.99
6298-1,16/5/19,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Home Office,Stevie Bacata,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2016-05-20,1.76,2.94,31,91.14,4,3.65,91.10,0.81,91.91
5090-1,13/5/18,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2013-05-20,54.29,90.48,11,995.28,4,39.81,995.24,19.99,1015.23
5144-1,13/6/26,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,2013-06-27,1.82,2.98,3,8.94,9,0.80,8.85,1.58,10.43
6057-1,15/9/6,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,2015-09-07,60.59,100.98,44,4443.12,9,399.88,4443.03,7.18,4450.21
6291-1,16/5/10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2016-05-12,3.52,5.68,34,193.12,6,11.59,193.06,1.39,194.45
5809-1,15/2/27,Roy French,"78 Stanley St,Darlinghurst",Sydney,NSW,Consumer,Phoebe Gour,High,Artisan 474 Labels,Office Supplies,Small Box,Express Air,2015-02-28,1.84,2.88,9,25.92,0,0.00,25.92,0.99,26.91
6072-1,15/9/25,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2015-09-27,2.18,3.52,13,45.76,8,3.66,45.68,6.83,52.51
6467-1,16/10/31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2016-11-01,3.65,5.98,23,137.54,1,1.38,137.53,1.49,139.02
5095-1,13/5/20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,High,Aluminum Document Frame,Furniture,Small Pack,Regular Air,2013-05-21,5.50,12.22,35,427.70,0,0.00,427.70,2.85,430.55
5265-1,13/10/6,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2013-10-07,8.82,20.99,25,524.75,5,26.24,524.70,4.81,529.51
6191-1,16/2/9,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Low,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,2016-02-14,2.59,3.98,50,199.00,8,15.92,198.92,2.97,201.89
6193-1,16/2/10,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-02-11,11.11,19.84,10,198.40,5,9.92,198.35,4.10,202.45
5599-1,14/8/28,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,High,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,2014-08-28,278.99,449.99,15,6749.85,4,269.99,6749.81,49.00,6798.81
5599-2,14/8/28,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,High,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2014-08-29,2.52,4.00,14,56.00,6,3.36,55.94,1.30,57.24
6248-1,16/3/30,Ruben Dartt,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,2016-03-31,0.94,2.08,2,4.16,1,0.04,4.15,2.56,6.71
6489-1,16/11/13,Ryan Crowe,"324A King St,Newtown",Sydney,NSW,Small Business,Mihael Khan,Low,Self-Adhesive Removable Labels,Office Supplies,Small Box,Regular Air,2016-11-15,1.98,3.15,41,129.15,6,7.75,129.09,0.49,129.58
6278-1,16/5/1,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2016-05-03,1.84,2.88,45,129.60,2,2.59,129.58,1.49,131.07
6278-2,16/5/1,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-05-02,4.46,10.89,39,424.71,6,25.48,424.65,4.50,429.15
6046-1,15/8/31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Low,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2015-08-31,3.40,5.40,14,75.60,2,1.51,75.58,7.78,83.36
6158-1,15/12/28,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,Express Air,2016-01-04,16.80,40.97,49,2007.53,10,200.75,2007.43,8.99,2016.42
5655-1,14/10/17,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,2014-10-17,5.19,12.98,11,142.78,8,11.42,142.70,3.14,145.84
5655-2,14/10/17,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2014-10-19,2.52,4.00,19,76.00,1,0.76,75.99,1.30,77.29
6227-1,16/3/14,Sandra Flanagan,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Low,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-03-18,12.39,19.98,47,939.06,0,0.00,939.06,5.77,944.83
5804-1,15/2/18,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2015-02-21,3.37,5.53,12,66.36,6,3.98,66.30,6.98,73.28
5804-2,15/2/18,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,2015-02-19,2.16,3.85,12,46.20,10,4.62,46.10,0.70,46.80
5413-1,14/2/15,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Blackstonian Pencils,Office Supplies,Wrap Bag,Regular Air,2014-02-16,1.15,2.67,19,50.73,3,1.52,50.70,0.86,51.56
5381-1,14/1/15,Sanjit Engle,"12 Princess Hwy,Sylvania",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Emerson LQ-870 Dot Matrix Printer,Technology,Jumbo Drum,Delivery Truck,2014-01-17,219.61,535.64,1,535.64,5,26.78,535.59,14.70,550.29
5420-1,14/2/22,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2014-02-23,0.93,1.48,46,68.08,0,0.00,68.08,0.70,68.78
5549-1,14/7/11,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2014-07-13,8.31,15.98,40,639.20,3,19.18,639.17,6.50,645.67
5645-1,14/10/6,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2014-10-07,1.94,3.08,46,141.68,4,5.67,141.64,0.99,142.63
5358-1,14/1/4,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,Preston Senome,Critical,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Regular Air,2014-01-06,3.52,5.58,49,273.42,2,5.47,273.40,2.99,276.39
5358-2,14/1/4,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,Preston Senome,Critical,Desktop 3-Pocket Hot File,Office Supplies,Small Box,Regular Air,2014-01-05,22.18,54.10,42,2272.20,2,45.44,2272.18,19.99,2292.17
5762-1,15/1/20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,Preston Senome,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,2015-01-21,4.48,8.14,23,187.22,7,13.11,187.15,3.12,190.27
5762-2,15/1/20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,Preston Senome,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-01-21,1.18,1.88,33,62.04,5,3.10,61.99,1.49,63.48
6496-1,16/11/17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-11-19,11.04,16.98,46,781.08,9,70.30,780.99,12.39,793.38
5159-1,13/7/4,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2013-07-05,1.60,2.62,21,55.02,5,2.75,54.97,0.80,55.77
5584-1,14/8/11,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2014-08-14,21.56,36.55,24,877.20,7,61.40,877.13,13.89,891.02
5813-1,15/3/2,Sarah Bern,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Artisan Hole Reinforcements,Office Supplies,Small Box,Express Air,2015-03-03,3.99,6.23,4,24.92,10,2.49,24.82,6.97,31.79
5240-1,13/9/12,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2013-09-15,4.89,7.64,44,336.16,1,3.36,336.15,1.39,337.54
5738-1,15/1/7,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Express Air,2015-01-09,4.46,10.89,37,402.93,0,0.00,402.93,4.50,407.43
5321-1,13/11/23,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Binder Posts,Office Supplies,Small Box,Express Air,2013-11-25,3.50,5.74,27,154.98,8,12.40,154.90,5.01,159.91
6151-1,15/12/24,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-12-26,1.18,1.88,39,73.32,7,5.13,73.25,1.49,74.74
5389-1,14/1/26,Sarah Jordon,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Aluminum Document Frame,Furniture,Small Pack,Regular Air,2014-02-02,5.50,12.22,19,232.18,9,20.90,232.09,2.85,234.94
6203-1,16/2/13,Scot Coram,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Box Cutter Scissors,Office Supplies,Small Pack,Express Air,2016-02-16,4.19,10.23,19,194.37,8,15.55,194.29,4.68,198.97
5087-1,13/5/14,Scot Wooten,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2013-05-16,21.56,36.55,45,1644.75,10,164.48,1644.65,13.89,1658.54
5133-1,13/6/15,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Express Air,2013-06-17,2.90,4.76,27,128.52,7,9.00,128.45,0.88,129.33
5985-1,15/7/23,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-07-24,1.18,1.88,8,15.04,5,0.75,14.99,1.49,16.48
6281-1,16/5/2,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-05-03,2.50,5.68,25,142.00,10,14.20,141.90,3.60,145.50
5036-1,13/3/7,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2013-03-10,0.71,1.14,50,57.00,6,3.42,56.94,0.70,57.64
5183-1,13/7/23,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-07-25,2.98,5.84,11,64.24,1,0.64,64.23,0.83,65.06
5365-1,14/1/8,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Regular Air,2014-01-12,1.30,2.88,46,132.48,4,5.30,132.44,1.01,133.45
5891-1,15/5/12,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,"Adams ""While You Were Out"" Message Pads",Office Supplies,Wrap Bag,Regular Air,2015-05-14,1.88,3.14,50,157.00,0,0.00,157.00,1.14,158.14
6449-1,16/10/23,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,2016-10-30,56.16,136.98,3,410.94,10,41.09,410.84,24.49,435.33
5024-1,13/2/18,Sean Wendt,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,Phoebe Gour,Critical,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2013-02-20,99.39,162.93,32,5213.76,9,469.24,5213.67,19.99,5233.66
5200-1,13/8/6,Seth Vernon,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2013-08-08,2.26,3.58,46,164.68,6,9.88,164.62,5.47,170.09
6273-1,16/4/24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2016-04-26,2.18,3.52,32,112.64,7,7.88,112.57,6.83,119.40
6099-1,15/10/24,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,High,Colored Envelopes,Office Supplies,Small Box,Regular Air,2015-10-26,2.25,3.69,47,173.43,0,0.00,173.43,2.50,175.93
6123-1,15/11/17,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2015-11-24,4.46,10.89,10,108.90,10,10.89,108.80,4.50,113.30
5288-1,13/10/26,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2013-10-28,3.40,5.40,47,253.80,3,7.61,253.77,7.78,261.55
5801-1,15/2/17,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2015-02-19,4.79,11.97,30,359.10,8,28.73,359.02,5.81,364.83
6544-1,16/12/31,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2017-01-04,1.18,1.88,22,41.36,4,1.65,41.32,1.49,42.81
6285-1,16/5/5,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Regular Air,2016-05-07,3.52,5.58,13,72.54,6,4.35,72.48,2.99,75.47
6332-1,16/6/18,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Low,UGen RF Keyboard,Technology,Small Box,Regular Air,2016-06-20,81.59,159.99,31,4959.69,1,49.60,4959.68,5.50,4965.18
6477-1,16/11/3,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016-11-04,3.84,6.30,35,220.50,3,6.62,220.47,0.50,220.97
5576-1,14/8/3,Shirley Jackson,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,2014-08-04,3.50,5.74,7,40.18,4,1.61,40.14,5.01,45.15
6223-1,16/3/9,Shirley Schmidt,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2016-03-10,6.39,19.98,39,779.22,5,38.96,779.17,4.00,783.17
5894-1,15/5/14,Shui Tom,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,2015-05-16,178.83,415.88,11,4574.68,6,274.48,4574.62,11.37,4585.99
5832-1,15/3/20,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Alto Keyboard-In-A-Box,Technology,Small Box,Express Air,2015-03-21,6.40,29.10,50,1455.00,9,130.95,1454.91,4.00,1458.91
5900-1,15/5/18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,2015-05-18,1.19,1.98,29,57.42,9,5.17,57.33,4.77,62.10
5220-1,13/8/24,Skye Norling,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Not Specified,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,2013-08-27,5.19,12.98,45,584.10,2,11.68,584.08,3.14,587.22
5562-1,14/7/24,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Small Business,Preston Senome,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,2014-07-26,1.60,2.62,25,65.50,9,5.90,65.41,0.80,66.21
6294-1,16/5/14,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-05-16,2.29,3.69,47,173.43,5,8.67,173.38,0.50,173.88
5947-1,15/6/27,Stefania Perrino,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-06-29,3.65,5.98,50,299.00,2,5.98,298.98,1.49,300.47
6552-1,17/1/6,Stephanie Phelps,"324A King St,Newtown",Sydney,NSW,Consumer,Mihael Khan,Medium,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,2017-01-07,60.59,100.98,12,1211.76,0,0.00,1211.76,7.18,1218.94
5268-1,13/10/11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-10-13,2.45,3.89,2,7.78,7,0.54,7.71,7.01,14.72
5268-2,13/10/11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,2013-10-12,67.73,165.20,6,991.20,9,89.21,991.11,19.99,1011.10
5750-1,15/1/13,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Pack,Regular Air,2015-01-14,2.87,6.84,26,177.84,8,14.23,177.76,4.42,182.18
6483-1,16/11/8,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2016-11-08,0.90,2.10,27,56.70,4,2.27,56.66,0.70,57.36
6021-1,15/8/11,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,TechSavi Access Keyboard,Technology,Small Box,Express Air,2015-08-12,10.07,15.98,7,111.86,4,4.47,111.82,4.00,115.82
5460-1,14/4/6,Steve Chapman,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,2014-04-11,1.05,1.95,31,60.45,2,1.21,60.43,1.63,62.06
5131-1,13/6/15,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,2013-06-17,156.50,300.97,5,1504.85,7,105.34,1504.78,7.18,1511.96
5411-1,14/2/13,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,2014-02-13,2.16,3.85,31,119.35,9,10.74,119.26,0.70,119.96
6509-1,16/12/1,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,2016-12-02,54.52,100.97,42,4240.74,10,424.07,4240.64,7.18,4247.82
6540-1,16/12/25,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,2016-12-26,52.07,83.98,38,3191.24,0,0.00,3191.24,5.01,3196.25
6219-1,16/3/5,Steven Cartwright,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-03-09,0.93,1.60,43,68.80,1,0.69,68.79,1.29,70.08
5154-1,13/7/2,Stuart Calhoun,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Express Air,2013-07-03,1.87,8.12,32,259.84,8,20.79,259.76,2.83,262.59
6275-1,16/4/25,Stuart Van,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2016-04-27,3.48,5.43,37,200.91,9,18.08,200.82,0.95,201.77
6175-1,16/1/19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Critical,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,2016-01-19,0.94,2.08,33,68.64,5,3.43,68.59,2.56,71.15
5292-1,13/10/29,Sung Chung,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-10-30,1.94,3.08,41,126.28,4,5.05,126.24,0.99,127.23
6560-1,17/1/18,Sung Chung,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Express Air,2017-01-20,0.71,1.14,14,15.96,0,0.00,15.96,0.70,16.66
6096-1,15/10/21,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-23,1.18,1.88,6,11.28,7,0.79,11.21,1.49,12.70
6244-1,16/3/29,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Critical,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,2016-03-30,5.19,12.98,45,584.10,5,29.21,584.05,3.14,587.19
6370-1,16/8/11,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Medium,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016-08-13,0.24,1.26,34,42.84,0,0.00,42.84,0.70,43.54
5404-1,14/2/9,Susan MacKendrick,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2014-02-13,2.26,3.58,42,150.36,1,1.50,150.35,5.47,155.82
